"id","playerid","role","name","team","year","s1","s2","s3","s4","s5","s6","s7","s8","s9","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","numqs","win","lose","save","strikeout","numofmatches","innings","strikeoutrate","numofpitches","numofbatters","hitsallowed","homerunallowed","basesonballs","hitbypitch","intentionalwalk","runsallowed","earnedruns","completegames","shutouts","nowalk","opponentsbattingaverage","qsrate","supportpoint","runsupport","whip","maxspeed","minspeed","ballspeeddifference"
"892","11034","playerP","三浦 大輔","DeNA","2012","0.205","0.450","0.308","0.267","0.270","0.176","0.277","0.250","0.185","---","0.000","0.125","0.091","---","0.500","0.500","0.000","0.000","0.000","0.250","0.100","0.208","0.192","0.267","0.500","20","9","9","0","107","25","182+2/3","5.27","2848","738","160","15","48","3","4","61","58","6","1","1",".240","80.00%","72","3.36","1.14","144","95","49"
"893","11034","playerP","三浦 大輔","DeNA","2013","0.250","0.327","0.282","0.318","0.362","0.295","0.208","0.361","0.230","0.000","0.300","0.400","0.000","0.000","0.000","0.000","0.133","0.000","0.000","0.500","0.167","0.280","0.150","0.250","0.500","17","9","13","0","109","27","175+2/3","5.58","2845","731","181","26","33","1","0","88","77","2","1","0",".270","62.96%","60","2.87","1.22","146","91","55"
"894","11034","playerP","三浦 大輔","DeNA","2014","0.286","0.261","0.222","0.311","0.250","0.390","0.188","0.409","0.273","0.000","0.000","0.000","0.000","---","0.250","0.250","0.167","0.000","0.091","---","0.250","0.333","0.500","0.222","---","10","5","6","0","55","15","94+2/3","5.23","1547","403","99","14","23","4","2","38","32","1","0","1",".272","66.67%","49","4.24","1.29","142","92","50"
"895","11034","playerP","三浦 大輔","DeNA","2015","0.290","0.400","0.333","0.246","0.360","0.325","0.275","0.280","0.147","1.000","0.000","0.333","1.000","---","0.000","0.000","0.400","0.333","0.083","0.000","0.000","0.154","0.462","0.200","---","11","6","6","0","62","17","98","5.69","1664","416","103","9","25","1","0","47","45","0","0","0",".269","64.71%","50","4.21","1.31","144","91","53"
"896","11034","playerP","三浦 大輔","DeNA","2016","0.200","0.625","0.667","0.444","0.400","1.000","0.333","0.000","0.286","---","---","---","0.000","---","0.000","0.000","---","0.000","0.000","---","---","0.500","0.000","---","---","0","0","3","0","14","3","14+2/3","8.59","293","75","29","3","4","0","0","18","18","0","0","0",".414","0.00%","9","5.40","2.25","139","88","51"
"897","1000003","playerP","加賀 繁","DeNA","2012","0.250","0.333","0.222","0.150","0.353","0.350","0.125","0.333","0.375","---","---","---","---","---","0.000","0.000","0.000","0.000","0.000","0.000","0.500","---","0.000","0.333","---","0","0","2","0","45","61","44","9.20","677","175","34","4","11","2","2","14","14","0","0","0",".211","0.00%","0","0.00","1.02","146","119","27"
"898","1000003","playerP","加賀 繁","DeNA","2013","0.125","0.273","0.200","0.458","0.417","0.417","0.333","0.400","0.286","---","---","0.000","---","---","0.000","---","0.000","0.000","0.000","---","---","0.000","0.333","---","---","0","1","4","0","33","48","34","8.74","568","153","40","4","10","4","5","16","15","0","0","0",".296","0.00%","0","0.00","1.47","144","116","28"
"899","1000003","playerP","加賀 繁","DeNA","2014","0.100","0.357","0.125","0.300","0.350","0.579","0.100","0.333","0.125","0.000","---","0.000","0.000","---","---","0.000","0.000","0.000","0.000","---","---","---","0.000","---","---","0","2","1","1","26","37","38+1/3","6.10","613","160","37","6","8","3","1","21","21","0","0","0",".255","0.00%","11","7.07","1.17","141","108","33"
"900","1000003","playerP","加賀 繁","DeNA","2015","0.250","0.333","1.000","0.167","0.500","0.000","0.000","1.000","0.500","---","---","1.000","---","---","---","---","0.000","---","1.000","---","0.000","---","0.000","0.000","---","0","0","0","0","6","9","8","6.75","128","37","11","2","3","0","0","7","7","0","0","0",".333","0.00%","0","0.00","1.75","140","118","22"
"901","1000003","playerP","加賀 繁","DeNA","2016","0.300","0.000","1.000","0.250","0.250","0.250","0.429","0.500","0.167","---","---","---","---","0.000","0.000","---","0.600","---","0.000","---","0.000","0.000","---","---","---","0","0","0","0","17","26","16+2/3","9.18","316","75","19","2","6","1","0","10","10","0","0","0",".279","0.00%","0","0.00","1.50","139","112","27"
"902","1000003","playerP","加賀 繁","DeNA","2017","0.000","0.333","0.333","0.357","0.200","0.462","0.455","0.273","0.214","---","---","0.000","0.000","---","---","---","0.200","0.000","0.333","0.000","---","---","0.500","0.000","0.000","0","2","0","0","20","33","26+1/3","6.84","463","115","29","4","7","0","2","15","13","0","0","0",".279","0.00%","0","0.00","1.37","143","118","25"
"903","1000003","playerP","加賀 繁","DeNA","2018","0.000","0.400","0.333","0.400","0.500","0.375","0.286","0.333","1.000","0.000","---","---","0.000","---","0.000","---","---","---","0.000","---","---","---","0.000","0.000","---","0","0","0","0","9","9","10","8.10","161","43","14","2","0","0","0","9","9","0","0","0",".326","0.00%","0","0.00","1.40","140","117","23"
"904","700029","playerP","高崎 健太郎","DeNA","2012","0.250","0.333","0.281","0.243","0.353","0.390","0.316","0.318","0.196","0.000","0.125","0.714","0.500","0.000","0.500","---","0.222","0.000","0.000","0.125","0.063","0.188","0.059","0.136","0.250","17","7","10","0","97","24","151+2/3","5.76","2497","643","155","9","40","4","0","63","54","2","0","0",".268","70.83%","51","2.82","1.29","151","106","45"
"905","700029","playerP","高崎 健太郎","DeNA","2013","0.412","0.444","0.368","0.235","0.440","0.276","0.222","0.364","0.167","---","0.000","---","0.500","---","0.000","0.000","1.000","0.000","0.333","0.000","0.250","0.250","0.250","0.667","0.333","4","2","5","0","54","20","66+1/3","7.33","1181","298","76","10","31","0","0","44","43","0","0","0",".297","44.44%","13","2.21","1.61","148","110","38"
"906","700029","playerP","高崎 健太郎","DeNA","2014","0.250","0.417","0.214","0.306","0.231","0.429","0.429","0.250","0.150","---","---","0.000","---","---","---","0.000","0.333","0.000","0.000","0.000","0.000","0.000","0.375","0.143","---","3","2","3","0","30","14","49+2/3","5.44","809","213","54","6","14","0","0","26","23","0","0","0",".278","42.86%","19","3.98","1.37","148","110","38"
"907","700029","playerP","高崎 健太郎","DeNA","2015","0.250","0.333","0.235","0.368","0.750","0.368","0.500","0.250","0.200","---","0.333","0.500","---","---","0.000","---","0.667","0.500","0.000","0.000","---","0.250","0.333","1.000","---","2","2","3","0","19","7","34+1/3","4.98","612","149","46","1","10","0","0","19","19","0","0","0",".354","28.57%","11","2.83","1.63","149","106","43"
"908","700029","playerP","高崎 健太郎","DeNA","2017","1.000","0.500","---","---","1.000","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","0","0","0","0","0","1","1","0.00","35","8","4","0","1","0","0","3","3","0","0","0",".571","0.00%","0","0.00","5.00","139","117","22"
"909","900050","playerP","藤江 均","DeNA","2012","0.400","0.200","0.067","0.300","0.333","0.222","0.100","0.308","0.200","---","---","---","1.000","---","---","---","0.667","---","---","---","0.000","0.000","0.042","0.125","0.500","0","3","5","1","42","52","49+2/3","7.61","826","202","37","4","18","2","2","18","18","0","0","0",".210","0.00%","0","0.00","1.11","151","112","39"
"910","900050","playerP","藤江 均","DeNA","2013","0.000","0.250","0.000","0.000","0.267","0.308","0.000","0.125","0.313","---","---","---","---","0.500","---","0.000","0.000","0.000","---","0.000","0.500","0.200","0.200","0.333","---","0","3","1","0","21","25","28+1/3","6.67","400","109","20","0","5","1","0","5","4","0","0","0",".198","0.00%","0","0.00","0.88","144","106","38"
"911","900050","playerP","藤江 均","DeNA","2014","0.000","0.400","0.417","1.000","0.167","0.000","0.000","0.333","0.400","---","---","1.000","1.000","---","---","---","---","---","---","1.000","0.000","0.000","0.000","0.000","0.000","0","1","1","0","14","16","15+1/3","8.22","297","73","19","3","6","0","0","12","8","0","0","0",".288","0.00%","0","0.00","1.63","145","123","22"
"912","900050","playerP","藤江 均","楽天","2015","0.000","0.500","0.000","0.000","1.000","0.333","0.000","1.000","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","0.000","0","0","0","0","2","2","5+1/3","3.38","88","25","7","0","3","0","0","4","4","0","0","0",".350","0.00%","0","0.00","1.88","139","109","30"
"913","1000118","playerP","加賀美 希昇","DeNA","2012","0.167","0.111","0.316","0.385","0.267","0.250","0.400","0.364","0.278","---","0.000","0.000","1.000","0.000","---","0.000","0.333","0.000","0.000","0.000","---","0.182","0.083","0.333","0.000","6","3","3","0","40","10","57+2/3","6.24","919","250","56","3","19","2","1","25","21","1","0","0",".256","66.67%","17","2.47","1.30","149","92","57"
"914","1000118","playerP","加賀美 希昇","DeNA","2013","0.600","0.200","0.364","0.444","0.400","0.304","0.333","0.143","0.000","---","1.000","0.250","0.250","0.000","0.000","1.000","0.000","---","0.000","---","0.000","0.167","0.200","0.333","---","2","1","4","0","23","8","31+1/3","6.61","567","146","35","3","20","0","0","22","21","0","0","0",".299","40.00%","11","3.41","1.76","144","93","51"
"915","1000118","playerP","加賀美 希昇","DeNA","2014","0.222","0.273","0.333","0.300","0.545","0.400","0.200","0.286","0.500","---","0.000","0.250","---","---","---","---","---","---","---","---","0.000","0.000","0.500","0.000","---","1","0","3","0","18","5","21+2/3","7.48","372","99","27","4","9","1","0","13","13","0","0","0",".314","20.00%","4","1.64","1.66","144","96","48"
"916","1000007","playerP","国吉 佑樹","DeNA","2012","0.265","0.327","0.300","0.381","0.311","0.275","0.143","0.313","0.389","---","0.000","0.125","0.091","0.400","0.333","0.500","0.000","0.000","0.000","0.000","0.000","0.071","0.136","0.200","0.000","11","4","12","0","95","19","112+2/3","7.59","1982","498","108","10","59","2","2","57","46","1","1","0",".259","57.89%","30","2.27","1.48","154","96","58"
"917","1000007","playerP","国吉 佑樹","DeNA","2013","1.000","0.167","0.167","0.333","0.375","0.333","0.333","0.600","0.250","---","1.000","1.000","0.500","0.000","0.000","---","0.000","0.000","0.000","---","0.000","0.000","0.667","0.500","---","1","2","1","0","10","3","19+1/3","4.66","343","93","27","2","6","5","0","16","16","0","0","0",".342","50.00%","7","4.50","1.71","153","110","43"
"918","1000007","playerP","国吉 佑樹","DeNA","2014","0.333","0.294","0.353","0.161","0.390","0.160","0.231","0.263","0.385","0.000","0.500","0.200","0.143","---","---","0.333","0.000","0.000","0.000","0.000","0.250","0.200","0.000","0.250","---","0","2","3","2","59","49","62+1/3","8.52","1028","267","61","4","23","1","0","29","24","0","0","0",".262","0.00%","9","6.23","1.35","154","110","44"
"919","1000007","playerP","国吉 佑樹","DeNA","2015","0.167","0.200","0.200","0.353","0.333","0.231","0.333","0.000","0.167","---","0.000","0.500","0.000","0.000","0.000","0.000","0.000","0.000","0.000","---","0.000","0.000","0.500","0.000","---","0","3","2","1","28","28","33+1/3","7.56","522","138","22","1","16","3","0","10","9","0","0","0",".196","0.00%","0","0.00","1.14","153","108","45"
"920","1000007","playerP","国吉 佑樹","DeNA","2016","---","---","---","---","0.500","0.500","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","0.000","---","0","0","0","0","2","1","1+2/3","10.80","56","12","4","0","3","0","0","4","4","0","0","0",".444","0.00%","4","18.00","4.20","149","127","22"
