"id","playerid","role","name","team","year","s1","s2","s3","s4","s5","s6","s7","s8","s9","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","numqs","win","lose","save","strikeout","numofmatches","innings","strikeoutrate","numofpitches","numofbatters","hitsallowed","homerunallowed","basesonballs","hitbypitch","intentionalwalk","runsallowed","earnedruns","completegames","shutouts","nowalk","opponentsbattingaverage","qsrate","supportpoint","runsupport","whip","maxspeed","minspeed","ballspeeddifference"
"3808","11505","playerP","小山 伸一郎","楽天","2014","0.500","0.750","0.500","0.500","0.250","0.000","0.000","0.000","0.667","---","1.000","---","---","---","---","---","---","---","---","---","0.000","0.000","0.500","---","0.000","0","1","0","0","6","10","9+1/3","5.79","188","48","13","1","4","1","0","8","7","0","0","0",".325","0.00%","0","0.00","1.82","143","115","28"
"3809","11505","playerP","小山 伸一郎","楽天","2015","---","---","---","---","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0","0","0","0","0","1","0","0.00","2","1","1","0","0","0","0","0","0","0","0","0","1.000","0.00%","0","0.00","0.00","133","132","1"
"3810","600042","playerP","青山 浩二","楽天","2012","0.190","0.125","0.409","0.240","0.412","0.091","0.105","0.364","0.389","---","0.000","0.000","0.333","0.000","1.000","---","0.000","1.000","0.000","0.000","0.125","0.000","0.000","0.000","0.000","0","5","4","22","54","61","64+2/3","7.52","1048","260","48","2","19","4","0","18","18","0","0","0",".209","0.00%","0","0.00","1.04","149","115","34"
"3811","600042","playerP","青山 浩二","楽天","2013","0.318","0.263","0.375","0.444","0.280","0.333","0.111","0.389","0.250","0.000","0.333","0.143","0.000","0.000","0.000","0.250","0.000","0.000","0.000","---","0.000","0.200","0.091","0.250","1.000","0","3","5","11","60","60","60+1/3","8.95","1119","263","61","6","20","1","2","24","23","0","0","0",".262","0.00%","0","0.00","1.34","148","110","38"
"3812","600042","playerP","青山 浩二","楽天","2014","0.400","0.375","0.077","0.100","0.727","0.273","0.231","0.083","0.267","---","0.250","0.000","0.000","---","0.000","0.000","0.250","0.000","0.429","0.000","0.143","0.250","0.250","0.444","---","1","1","4","0","49","22","52+2/3","8.37","907","230","52","6","20","2","0","30","26","0","0","0",".261","16.67%","14","3.71","1.37","148","109","39"
"3813","600042","playerP","青山 浩二","楽天","2015","0.389","0.286","0.188","0.120","0.385","0.040","0.200","0.231","0.000","---","---","0.000","0.000","0.000","1.000","0.000","0.000","1.000","0.000","1.000","0.000","0.000","0.375","0.143","0.000","0","4","5","0","58","61","57+2/3","9.05","987","223","37","3","18","1","1","18","18","0","0","0",".186","0.00%","0","0.00","0.95","149","106","43"
"3814","600042","playerP","青山 浩二","楽天","2016","0.227","0.211","0.077","0.469","0.429","0.278","0.353","0.143","0.333","---","0.000","0.750","0.000","0.000","---","0.000","0.250","0.000","---","0.000","0.000","0.000","0.000","0.500","0.000","0","1","5","0","46","50","50+1/3","8.23","918","227","53","5","24","0","0","29","27","0","0","0",".272","0.00%","0","0.00","1.53","150","108","42"
"3815","600042","playerP","青山 浩二","楽天","2017","0.000","1.000","0.500","0.000","0.375","0.750","0.200","0.000","0.200","0.000","0.000","0.500","0.000","---","---","0.000","---","---","---","0.000","0.000","0.000","0.500","0.000","---","0","1","1","0","16","17","15+2/3","9.19","290","68","12","1","6","3","0","4","4","0","0","0",".211","0.00%","0","0.00","1.15","148","110","38"
"3816","600042","playerP","青山 浩二","楽天","2018","0.222","0.308","0.333","0.211","0.429","0.250","0.158","0.182","0.125","---","0.000","0.000","0.000","---","0.000","0.000","0.000","---","0.500","---","0.167","0.333","0.000","---","---","0","4","1","0","37","52","48+2/3","6.84","837","200","35","2","21","4","2","11","10","0","0","0",".208","0.00%","0","0.00","1.15","148","108","40"
"3817","600042","playerP","青山 浩二","楽天","2019","0.176","0.067","0.083","0.280","0.417","0.350","0.154","0.214","0.091","---","0.500","0.000","---","---","---","0.000","0.000","0.000","0.000","---","0.000","0.125","0.143","0.500","---","0","2","4","0","36","62","53+1/3","6.08","823","208","37","8","18","0","4","16","16","0","0","0",".198","0.00%","0","0.00","1.03","147","111","36"
"3818","600042","playerP","青山 浩二","楽天","2020","0.286","0.250","0.000","0.417","0.000","0.000","0.000","0.333","0.000","---","---","0.000","0.000","---","---","---","---","---","0.000","---","0.000","1.000","---","---","---","0","2","0","0","8","11","10+1/3","6.97","190","50","11","0","6","0","0","6","5","0","0","0",".268","0.00%","0","0.00","1.65","145","120","25"
"3819","600042","playerP","青山 浩二","楽天","2022","0.286","0.250","0.000","0.417","0.000","0.000","0.000","0.333","0.000","---","---","0.000","0.000","---","---","---","---","---","0.000","---","0.000","1.000","---","---","---","0","2","0","0","8","11","10+1/3","6.97","190","50","11","0","6","0","0","6","5","0","0","0",".268","0.00%","0","0.00","1.65","145","120","25"
"3820","900090","playerP","辛島 航","楽天","2012","0.364","0.214","0.276","0.273","0.382","0.237","0.306","0.231","0.043","---","0.000","0.167","0.000","---","0.000","---","0.000","---","0.000","---","0.400","0.208","0.143","0.067","0.000","11","8","5","0","79","16","103+1/3","6.88","1604","414","87","4","22","5","0","30","29","0","0","0",".235","68.75%","28","2.33","1.05","145","97","48"
"3821","900090","playerP","辛島 航","楽天","2013","0.412","0.273","0.308","0.294","0.476","0.438","0.214","0.273","0.368","---","0.000","0.400","0.250","---","0.000","---","0.000","0.000","0.000","---","0.000","0.083","0.000","0.000","0.000","4","3","4","0","45","11","59","6.86","962","247","63","6","19","0","0","31","29","1","0","0",".280","40.00%","32","4.97","1.39","142","94","48"
"3822","900090","playerP","辛島 航","楽天","2014","0.322","0.350","0.319","0.298","0.344","0.277","0.255","0.333","0.302","0.000","0.250","0.100","0.000","---","0.000","0.000","0.222","0.000","0.200","0.000","0.000","0.154","0.235","0.091","0.000","13","8","13","0","99","25","154+1/3","5.77","2526","662","160","11","46","4","2","70","65","1","1","0",".273","52.00%","65","3.57","1.33","142","93","49"
"3823","900090","playerP","辛島 航","楽天","2015","0.280","0.345","0.276","0.222","0.263","0.343","0.167","0.238","0.278","0.000","1.000","0.667","0.000","---","0.500","---","0.125","0.000","0.286","0.000","0.250","0.188","0.143","0.077","0.333","7","5","7","0","56","14","76+2/3","6.57","1285","332","74","7","29","0","1","41","39","0","0","0",".254","50.00%","28","3.11","1.34","141","90","51"
"3824","900090","playerP","辛島 航","楽天","2016","0.211","0.250","0.333","0.389","0.364","0.417","0.125","0.269","0.273","---","0.500","0.333","0.000","---","0.000","0.000","0.000","0.000","0.000","0.200","0.000","0.222","0.200","0.200","0.000","7","3","7","0","48","13","72","6.00","1149","306","72","2","22","3","0","33","31","0","0","0",".267","53.85%","34","4.08","1.31","140","88","52"
"3825","900090","playerP","辛島 航","楽天","2017","0.286","0.300","0.263","0.486","0.484","0.333","0.243","0.273","0.222","0.000","0.000","0.000","0.000","---","0.000","0.000","0.400","0.250","0.143","0.000","0.000","0.063","0.130","0.000","0.167","9","8","8","0","74","19","103","6.47","1691","424","99","11","27","1","0","51","48","0","0","0",".261","47.37%","51","4.29","1.22","140","93","47"
"3826","900090","playerP","辛島 航","楽天","2018","0.345","0.323","0.200","0.255","0.432","0.291","0.289","0.552","0.175","1.000","0.333","0.500","0.200","---","0.333","0.000","0.167","0.000","0.000","0.000","0.167","0.083","0.143","0.000","0.125","9","4","9","1","99","23","117+2/3","7.57","1984","508","120","12","46","7","1","55","53","0","0","0",".270","40.91%","38","2.85","1.41","139","90","49"
"3827","900090","playerP","辛島 航","楽天","2019","0.276","0.286","0.273","0.395","0.298","0.459","0.317","0.286","0.217","---","0.000","0.800","0.500","---","0.000","---","0.000","0.000","0.500","0.125","0.500","0.067","0.045","0.000","0.000","6","9","6","0","84","27","117+1/3","6.44","2023","518","119","14","57","0","3","59","54","0","0","0",".268","33.33%","56","4.75","1.50","139","92","47"
"3828","900090","playerP","辛島 航","楽天","2020","0.077","0.300","0.250","0.375","0.500","0.313","0.176","0.500","0.286","---","0.000","0.000","---","---","0.000","---","0.500","---","0.000","0.500","0.000","0.000","0.400","0.000","0.000","1","1","3","1","26","19","38+1/3","6.10","636","170","43","6","15","3","0","22","21","0","0","0",".289","16.67%","10","2.90","1.51","143","94","49"
"3829","900090","playerP","辛島 航","楽天","2022","0.105","0.231","0.158","0.349","0.370","0.281","0.160","0.258","0.350","---","0.500","0.429","1.000","---","0.250","0.000","0.286","0.250","0.000","0.000","0.000","0.143","0.167","0.000","0.000","5","6","4","0","53","17","90","5.30","1449","371","86","10","24","3","0","36","34","0","0","0",".257","29.41%","38","3.53","1.22","140","90","50"
"3830","900090","playerP","辛島 航","楽天","2023","0.389","0.500","0.133","0.409","0.400","0.286","0.217","0.190","0.235","---","0.000","0.250","---","---","---","---","0.000","0.000","0.000","1.000","---","0.167","0.200","0.000","---","2","1","5","0","24","10","51+1/3","4.21","828","224","57","7","16","1","0","27","26","0","0","0",".279","20.00%","21","3.50","1.42","140","96","44"
"3831","600166","playerP","ラズナー","楽天","2012","0.167","0.389","0.235","0.217","0.333","0.286","0.333","0.273","0.000","---","0.000","1.000","0.000","---","---","---","0.000","---","0.000","---","0.000","0.000","0.000","0.000","---","0","1","3","6","32","46","42","6.86","664","174","36","3","12","0","0","15","13","0","0","0",".228","0.00%","0","0.00","1.14","148","111","37"
"3832","600166","playerP","ラズナー","楽天","2013","0.167","0.154","0.200","0.385","0.071","0.375","0.273","0.300","0.400","---","0.000","0.000","0.500","0.000","1.000","0.000","0.333","---","0.000","---","0.000","0.000","0.250","0.000","---","0","1","2","17","40","37","37+2/3","9.56","635","149","31","1","11","0","0","14","14","0","0","0",".230","0.00%","0","0.00","1.12","148","115","33"
"3833","11752","playerP","川井 貴志","楽天","2012","0.200","0.300","0.333","0.333","0.500","0.250","0.200","0.154","0.333","---","---","1.000","0.000","1.000","---","0.500","---","0.000","---","---","0.000","0.250","0.500","0.000","0.000","1","2","1","0","10","8","28+2/3","3.14","511","127","32","4","6","4","0","10","9","0","0","0",".278","20.00%","11","3.96","1.33","141","108","33"
"3834","11752","playerP","川井 貴志","楽天","2013","0.250","0.429","0.091","0.333","0.250","0.222","0.308","0.467","0.385","0.000","0.000","0.250","---","---","---","---","0.000","0.000","0.000","---","0.333","0.200","0.333","0.000","---","2","3","2","0","13","6","30","3.90","456","122","33","3","5","0","0","10","10","0","0","0",".287","33.33%","14","3.82","1.27","139","105","34"
"3835","11752","playerP","川井 貴志","楽天","2014","0.500","0.250","0.333","0.217","0.438","0.235","0.400","0.429","0.222","0.000","---","0.200","0.125","---","0.250","0.000","0.000","0.000","---","0.000","---","0.250","0.667","0.333","1.000","2","1","6","0","27","8","40+1/3","6.02","704","179","46","4","16","2","0","23","21","0","0","0",".299","25.00%","8","1.76","1.54","142","109","33"
"3836","11752","playerP","川井 貴志","楽天","2015","0.444","0.400","0.000","0.444","0.400","0.273","0.429","0.143","0.750","---","---","1.000","---","---","0.000","---","0.000","0.000","---","1.000","0.000","0.000","0.000","0.000","0.000","2","0","2","0","11","5","18","5.50","297","81","24","5","3","0","0","14","12","0","0","0",".316","50.00%","4","2.00","1.50","140","112","28"
"3837","11752","playerP","川井 貴志","楽天","2016","0.750","0.167","0.500","0.600","0.500","0.222","0.000","0.400","0.750","---","0.000","---","0.200","---","---","---","---","0.000","---","---","0.000","0.000","1.000","0.000","---","0","0","1","0","7","5","15+1/3","4.11","269","75","23","2","6","0","0","17","14","0","0","0",".354","0.00%","2","1.64","1.89","142","109","33"
"3838","1100013","playerP","ヒメネス","楽天","2012","0.148","0.342","0.326","0.277","0.171","0.200","0.385","0.158","0.423","---","0.250","0.200","0.500","0.000","0.000","0.333","0.200","0.286","0.500","0.000","0.000","0.333","0.100","0.091","0.333","10","5","10","0","63","18","108+2/3","5.22","1805","460","102","6","39","6","1","45","38","1","0","0",".253","55.56%","46","3.54","1.30","152","124","28"
"3839","1200027","playerP","ハウザー","楽天","2012","0.100","0.158","0.300","0.200","0.267","0.208","0.250","0.273","0.200","0.000","0.167","0.000","0.333","---","0.000","0.000","---","0.500","---","0.000","---","0.250","0.200","0.333","0.000","0","1","2","1","29","58","48+1/3","5.40","736","192","33","3","15","4","0","17","17","0","0","0",".201","0.00%","0","0.00","0.99","154","104","50"
"3840","1200027","playerP","ハウザー","楽天","2013","0.333","0.333","0.267","0.214","0.455","0.440","0.667","0.250","0.273","---","0.000","0.000","0.000","---","0.500","---","0.000","0.000","1.000","0.200","0.000","0.500","0.250","0.143","0.000","1","2","2","0","32","22","37+1/3","7.71","701","172","42","4","19","3","0","29","25","0","0","0",".294","20.00%","12","4.91","1.63","146","115","31"
"3841","1200038","playerP","ダックワース","楽天","2012","0.000","0.385","0.143","0.200","0.571","0.478","0.000","0.167","0.118","---","0.000","---","0.000","---","---","---","---","0.500","0.000","---","0.000","0.000","0.500","0.000","---","4","3","1","0","22","6","36+1/3","5.45","596","150","32","4","8","1","0","14","13","0","0","0",".232","66.67%","25","6.08","1.10","151","113","38"
"3842","1200038","playerP","ダックワース","楽天","2013","0.125","0.344","0.316","0.372","0.317","0.308","0.200","0.077","0.231","0.000","0.167","0.000","0.250","0.000","---","0.333","0.333","0.250","---","0.000","0.125","0.368","0.167","0.222","---","9","5","5","0","64","18","87+2/3","6.57","1559","392","91","9","37","6","0","46","42","0","0","0",".265","52.94%","36","3.45","1.46","146","107","39"
"3843","1100128","playerP","釜田 佳直","楽天","2012","0.279","0.381","0.333","0.277","0.556","0.289","0.200","0.158","0.273","---","0.222","0.000","0.182","0.000","0.000","0.000","0.000","1.000","0.200","---","0.000","0.250","0.167","0.333","0.000","12","7","4","0","77","20","112+1/3","6.17","1925","501","126","4","38","7","0","48","41","2","1","0",".288","63.16%","47","3.62","1.46","153","107","46"
"3844","1100128","playerP","釜田 佳直","楽天","2013","0.333","0.667","0.333","0.500","0.600","0.333","0.000","0.500","0.333","---","1.000","---","0.000","---","---","---","---","---","---","---","0.000","---","0.000","1.000","1.000","0","1","2","0","11","8","13+2/3","7.24","290","75","24","1","8","3","0","19","19","0","0","0",".407","0.00%","2","2.00","2.34","150","108","42"
"3845","1100128","playerP","釜田 佳直","楽天","2015","0.250","0.250","0.200","0.333","0.600","0.200","0.429","0.556","0.667","---","1.000","0.333","0.000","---","---","---","---","---","0.000","---","---","0.000","0.000","0.500","0.000","1","1","1","0","12","4","20","5.40","363","96","28","4","9","0","0","16","15","0","0","0",".337","25.00%","13","5.57","1.85","150","107","43"
"3846","1100128","playerP","釜田 佳直","楽天","2016","0.250","0.300","0.333","0.233","0.413","0.381","0.242","0.278","0.324","---","0.286","0.333","0.200","0.000","0.333","0.500","0.000","0.000","0.000","1.000","0.000","0.263","0.103","0.250","0.500","9","7","5","0","77","20","113","6.13","1964","510","124","12","50","8","0","56","52","0","0","0",".284","45.00%","49","3.64","1.54","152","105","47"
"3847","1100128","playerP","釜田 佳直","楽天","2017","0.278","0.417","0.375","0.318","0.722","0.412","0.333","0.412","0.231","---","0.333","0.125","0.000","---","0.000","0.000","0.333","0.333","0.200","0.000","0.000","0.000","0.053","0.250","0.000","4","4","3","0","34","12","56+1/3","5.43","966","254","67","7","19","4","0","34","31","0","0","0",".300","36.36%","26","3.90","1.53","154","111","43"
"3848","1100128","playerP","釜田 佳直","楽天","2018","0.000","1.000","0.400","0.000","0.167","0.500","0.091","0.400","1.000","---","---","---","0.500","---","1.000","---","---","---","---","---","0.000","0.000","0.000","0.000","---","0","0","0","0","9","12","12+2/3","6.39","289","67","14","1","14","2","3","12","12","0","0","0",".286","0.00%","0","0.00","2.21","151","108","43"
"3849","1100128","playerP","釜田 佳直","楽天","2019","0.400","0.333","0.250","0.250","0.400","0.556","0.286","0.300","0.167","---","---","0.000","0.000","---","0.500","---","---","---","0.000","---","0.000","0.000","0.000","1.000","---","1","1","1","0","15","5","21+2/3","6.23","422","102","25","4","12","1","0","13","13","0","0","0",".294","20.00%","16","6.26","1.71","148","109","39"
"3850","1100128","playerP","釜田 佳直","楽天","2020","0.250","0.000","0.000","1.000","0.500","0.000","1.000","0.000","0.500","---","---","---","---","---","---","---","---","0.000","---","---","0.000","---","---","---","---","0","0","0","0","4","4","3+2/3","9.82","117","26","9","0","4","1","0","5","4","0","0","0",".429","0.00%","0","0.00","3.55","149","112","37"
"3851","1100128","playerP","釜田 佳直","楽天","2021","0.500","0.500","0.500","1.000","0.333","0.500","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.500","0.000","---","0","0","0","0","2","1","4","4.50","63","19","8","1","1","0","0","5","5","0","0","0",".444","0.00%","1","2.25","2.25","147","118","29"
"3852","1100128","playerP","釜田 佳直","楽天","2022","---","0.667","0.500","0.333","0.500","0.250","0.500","0.667","0.000","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","0.000","---","0","0","0","0","2","2","6","3.00","107","29","10","0","3","0","0","4","4","0","0","0",".417","0.00%","8","10.29","2.17","146","112","34"
"3853","700071","playerP","永井 怜","楽天","2012","0.000","0.444","0.333","0.250","0.250","0.600","0.167","0.286","0.429","---","---","1.000","---","---","0.000","0.000","1.000","0.000","0.000","---","0.000","0.000","0.100","0.000","---","2","1","3","0","22","5","27+1/3","7.24","495","118","29","1","10","2","0","10","10","0","0","0",".284","40.00%","4","1.33","1.43","148","103","45"
"3854","700071","playerP","永井 怜","楽天","2013","0.333","0.318","0.364","0.143","0.233","0.182","0.294","0.231","0.000","---","0.000","0.600","0.000","---","---","0.500","0.000","---","0.333","---","1.000","0.200","0.154","0.000","0.000","3","2","4","0","31","10","54+2/3","5.10","882","229","47","6","15","2","0","22","21","1","0","0",".226","33.33%","13","2.17","1.13","143","100","43"
"3855","700071","playerP","永井 怜","楽天","2014","0.000","0.000","1.000","0.500","0.333","0.250","0.250","1.000","0.000","---","0.000","0.667","---","---","---","---","---","---","---","---","---","---","0.000","---","---","0","0","0","0","7","5","6","10.50","122","29","9","1","2","0","0","4","4","0","0","0",".333","0.00%","0","0.00","1.83","144","105","39"
"3856","700071","playerP","永井 怜","楽天","2015","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0","0","0","0","1","1","0+1/3","27.00","4","1","0","0","0","0","0","0","0","0","0","0",".000","0.00%","0","0.00","0.00","136","106","30"
"3857","20233","playerP","加藤 大輔","楽天","2012","0.222","0.200","0.273","0.286","0.250","0.368","0.300","0.000","0.167","---","0.000","0.000","0.125","---","---","0.000","0.000","---","0.000","---","0.200","0.400","0.429","0.750","---","0","1","0","0","37","35","53+2/3","6.20","906","235","50","2","21","2","0","24","20","0","0","0",".246","0.00%","0","0.00","1.32","148","113","35"
"3858","20233","playerP","加藤 大輔","楽天","2013","0.000","0.250","0.600","0.000","0.400","0.400","0.600","0.667","1.000","---","---","---","0.000","---","---","---","---","1.000","0.000","---","---","---","0.000","0.000","---","0","0","2","0","4","6","10+1/3","3.48","203","58","17","4","10","1","0","13","10","0","0","0",".395","0.00%","0","0.00","2.61","145","113","32"
"3859","1000154","playerP","塩見 貴洋","楽天","2012","0.333","0.289","0.321","0.129","0.408","0.293","0.172","0.286","0.192","---","0.250","0.200","0.000","---","---","---","0.667","0.000","0.000","0.200","0.000","0.136","0.158","0.063","0.000","9","6","10","0","67","19","106+2/3","5.65","1739","450","102","9","33","4","1","45","44","2","1","1",".254","56.25%","31","2.61","1.27","148","96","52"
"3860","1000154","playerP","塩見 貴洋","楽天","2014","0.290","0.293","0.250","0.333","0.519","0.213","0.300","0.361","0.375","0.000","0.000","0.000","0.000","---","0.000","---","0.000","0.000","1.000","0.000","0.000","0.250","0.045","0.133","0.000","8","8","7","0","78","21","114+2/3","6.12","1893","501","135","15","27","3","0","68","60","0","0","0",".300","40.00%","70","5.29","1.41","149","94","55"
"3861","1000154","playerP","塩見 貴洋","楽天","2015","0.074","0.321","0.152","0.222","0.531","0.273","0.313","0.357","0.192","---","0.250","0.500","0.000","---","0.333","0.333","0.250","0.000","0.000","0.000","---","0.200","0.080","0.120","0.143","10","3","5","0","78","16","96","7.31","1570","392","87","14","15","3","0","42","38","0","0","0",".238","62.50%","42","3.67","1.06","144","93","51"
"3862","1000154","playerP","塩見 貴洋","楽天","2016","0.184","0.267","0.226","0.286","0.323","0.339","0.320","0.273","0.314","---","0.000","0.500","0.250","---","0.250","0.000","0.125","0.333","0.167","0.000","0.000","0.167","0.158","0.150","0.000","16","8","10","0","111","24","148","6.75","2425","610","145","14","37","3","1","67","64","0","0","0",".263","66.67%","76","4.41","1.23","144","92","52"
"3863","1000154","playerP","塩見 貴洋","楽天","2017","0.625","0.250","0.167","0.267","0.125","0.467","0.261","0.400","0.200","---","0.333","0.000","---","---","---","0.000","0.000","0.333","0.000","---","0.000","0.077","0.000","0.286","0.333","2","3","3","0","30","8","43+1/3","6.23","740","183","42","5","12","0","0","19","19","0","0","0",".253","25.00%","25","5.00","1.25","147","99","48"
"3864","1000154","playerP","塩見 貴洋","楽天","2018","0.261","0.357","0.143","0.385","0.350","0.258","0.276","0.421","0.190","0.500","0.500","---","0.400","0.000","0.500","0.000","0.250","0.333","0.000","0.000","---","0.000","0.333","0.154","0.000","5","2","3","0","53","11","68+1/3","6.98","1053","278","71","8","8","2","0","30","27","1","0","1",".273","45.45%","37","4.62","1.16","146","100","46"
"3865","1000154","playerP","塩見 貴洋","楽天","2019","0.375","0.273","0.083","0.464","0.308","0.286","0.111","0.313","0.077","---","0.667","1.000","0.333","---","0.250","0.000","---","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","5","3","1","0","47","9","51+1/3","8.24","831","197","42","6","9","0","0","18","18","0","0","0",".230","62.50%","24","4.15","0.99","145","91","54"
"3866","1000154","playerP","塩見 貴洋","楽天","2020","0.375","0.323","0.200","0.295","0.444","0.231","0.273","0.429","0.292","---","0.000","0.500","0.000","---","0.000","0.000","0.000","0.000","0.000","0.000","0.333","0.091","0.176","0.000","---","6","4","8","0","63","16","84+1/3","6.72","1411","350","88","10","20","1","0","45","45","0","0","0",".272","37.50%","42","4.40","1.28","145","100","45"
"3867","1000154","playerP","塩見 貴洋","楽天","2021","---","0.000","0.000","1.000","1.000","0.500","0.200","0.200","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","0","0","0","0","4","1","5","7.20","78","21","5","0","1","0","0","2","2","0","0","0",".250","0.00%","4","6.00","1.20","144","101","43"
"3868","1000154","playerP","塩見 貴洋","楽天","2023","---","0.000","---","0.333","0.500","0.500","---","0.333","0.000","---","---","---","---","---","---","---","---","---","---","---","---","0.000","0.000","---","---","0","0","1","0","4","1","4","9.00","75","17","4","2","1","0","0","4","4","0","0","0",".250","0.00%","2","4.50","1.25","143","104","39"
"3869","600019","playerP","片山 博視","楽天","2012","0.222","0.250","0.250","0.300","0.000","0.480","0.500","0.667","0.100","1.000","0.500","---","---","---","0.000","1.000","---","0.333","0.000","0.333","0.000","0.667","0.000","0.333","0.000","0","0","2","0","21","41","28+2/3","6.59","534","134","36","2","12","2","0","12","12","0","0","0",".316","0.00%","0","0.00","1.67","147","104","43"
"3870","600019","playerP","片山 博視","楽天","2013","0.286","0.333","0.429","0.278","0.308","0.300","0.100","0.429","0.429","0.500","0.000","0.000","0.000","---","1.000","0.000","0.000","---","0.000","0.333","0.000","0.667","0.143","0.000","0.000","0","3","1","0","22","31","35+2/3","5.55","626","160","38","1","16","2","0","12","12","0","0","0",".273","0.00%","0","0.00","1.51","145","98","47"
"3871","600019","playerP","片山 博視","楽天","2014","0.000","1.000","---","0.000","0.000","---","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0","0","1","0","0","4","1","0.00","41","10","2","0","4","1","1","1","1","0","0","0",".400","0.00%","0","0.00","6.00","134","113","21"
"3872","1000029","playerP","戸村 健次","楽天","2012","0.286","0.579","0.500","0.222","0.462","0.600","0.333","0.286","0.600","---","0.000","0.000","0.000","---","0.000","---","0.000","---","0.000","---","0.000","0.182","0.333","---","---","3","3","2","0","19","9","38","4.50","629","170","51","1","11","0","0","17","16","0","0","0",".329","50.00%","15","3.65","1.63","147","118","29"
"3873","1000029","playerP","戸村 健次","楽天","2013","0.160","0.351","0.115","0.154","0.571","0.259","0.250","0.455","0.300","0.000","0.400","0.500","0.333","0.000","0.167","0.000","0.000","---","0.000","---","0.000","0.000","0.333","0.200","---","6","4","2","0","22","12","67+2/3","2.93","1045","284","63","4","28","3","0","27","25","0","0","0",".261","50.00%","40","5.14","1.34","148","116","32"
"3874","1000029","playerP","戸村 健次","楽天","2014","0.000","0.600","1.000","0.000","0.000","0.500","---","0.500","---","---","1.000","0.000","---","---","0.000","---","---","---","---","---","---","0.500","0.000","---","---","0","0","0","0","4","5","5+1/3","6.75","86","25","9","2","0","1","0","6","6","0","0","0",".375","0.00%","0","0.00","1.69","153","119","34"
"3875","1000029","playerP","戸村 健次","楽天","2015","0.172","0.132","0.200","0.353","0.448","0.373","0.158","0.371","0.484","---","0.000","0.333","0.250","---","0.333","0.000","0.500","1.000","0.278","0.500","0.000","0.176","0.313","0.167","0.000","8","7","11","0","78","37","131+1/3","5.35","2103","572","152","7","40","4","0","68","56","1","0","1",".300","44.44%","49","4.08","1.46","152","114","38"
"3876","1000029","playerP","戸村 健次","楽天","2016","0.375","0.571","0.182","0.188","0.273","0.286","0.231","0.417","0.333","---","0.667","0.500","---","---","---","0.000","0.000","0.000","0.000","---","0.000","0.000","0.000","0.500","---","2","1","5","0","23","11","34+2/3","5.97","522","151","37","4","11","4","1","20","17","0","0","0",".282","40.00%","11","3.41","1.38","150","119","31"
"3877","1000029","playerP","戸村 健次","楽天","2017","0.333","0.000","0.333","0.389","0.556","0.364","0.182","0.429","0.200","---","0.500","0.000","0.000","0.000","1.000","0.000","0.000","---","0.250","0.000","0.000","0.000","---","0.000","---","0","2","1","0","22","13","26","7.62","460","116","30","6","9","2","0","20","18","0","0","0",".291","0.00%","2","2.25","1.50","148","120","28"
"3878","1000029","playerP","戸村 健次","楽天","2018","0.000","---","---","1.000","1.000","0.000","---","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0","0","0","0","0","2","1","0.00","24","7","3","1","1","0","0","2","2","0","0","0",".600","0.00%","0","0.00","4.00","147","118","29"
"3879","1000029","playerP","戸村 健次","楽天","2019","0.000","0.167","0.500","0.250","0.250","0.250","0.286","0.500","0.200","---","---","0.000","1.000","0.000","0.000","---","0.000","---","0.000","---","0.000","---","1.000","---","---","0","0","0","0","15","6","15+2/3","8.62","264","73","17","1","9","0","1","15","11","0","0","0",".274","0.00%","0","0.00","1.66","149","122","27"
"3880","500020","playerP","橋本 義隆","楽天","2012","0.333","0.333","0.500","0.250","0.400","0.667","0.000","0.500","0.250","---","---","---","---","---","---","1.000","---","---","0.000","---","---","0.000","0.500","0.000","---","0","0","0","0","6","8","9+1/3","5.79","160","44","14","0","1","2","0","5","5","0","0","0",".350","0.00%","0","0.00","1.61","145","110","35"
"3881","900088","playerP","井上 雄介","楽天","2012","---","---","1.000","0.167","0.000","---","0.000","1.000","0.750","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","0","0","0","0","3","2","3+2/3","7.36","60","17","6","0","0","0","0","2","2","0","0","0",".353","0.00%","0","0.00","1.64","143","110","33"
"3882","1100127","playerP","武藤 好貴","楽天","2012","0.500","0.250","0.000","0.167","0.333","0.333","0.000","0.000","0.500","---","---","0.000","0.000","---","---","0.000","1.000","1.000","---","1.000","0.000","0.000","0.000","0.000","0.000","0","0","0","0","10","9","14","6.43","246","59","10","0","8","0","0","9","8","0","0","0",".213","0.00%","0","0.00","1.29","146","109","37"
